Entity ID,Parent id,Path,Name,Altername 1,Altername 2,Altername 3,Link To,Fitler Url Key,H1 title,Description Title,Top Description,Description,Margin,Meta Title,Meta keywords,Meta Description
610,328,1/4/9/68/328/610,Hockey Shorts,Hockey Team Shorts,Hockey Shorts,Hockey Shorts,,,Score off the field with our custom printed hockey shorts,,"Whether a player is taking a short corner, scoring a goal or saving a shot, they need to have confidence in their shorts which is where we come in. Our custom hockey shorts are made of a high quality material that is light weight and durable, perfect for a quick counter attack. Bend over in confidence to flick your penalty towards that top corner, after all the last thing you want is a shorts disaster when you’re getting ready to shoot. (Don’t laugh, I’ve seen it happen) So to avoid any embarrassing moments, call us today to ask any questions or place an order. ",,,Quality Custom Hockey Shorts Australia | Guaranteed Low Prices,"Custom, Uniform, Club, Branded, Customised, Logo, Personalised, Imprinted
","Impress your team with Australia's best Custom Hockey Shorts branded with your corporate or team logo. Save money every time on our huge Hockey Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Hockey Shorts perfect for your organisation, sports club, university or school."
611,328,1/4/9/68/328/611,Hockey Skirts,Hockey Team Skirts,Hockey Skirts,Hockey Skirts,,,Win games and hearts with our custom hockey skirts,,"So you choose to not buy our high quality skirts - Picture this: Your star player is running down the wing, dribbling past players at will and breaking into the opposition third. Suddenly an opposition player delivers a rash stick tackle causing the star player to fall. She is wearing a cheap skirt that you bought at last minute and it rips, leaving her with a massive cut up her leg. She has to go off injured and you lose the match. IF you decided to buy our custom skirts she would have bounced straight up, passed the free hit in to the goal area and a teammate smashed it home. Sounds better right? Your choice is simple.",,,Quality Custom Hockey Skirts Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Branded, Club, Logo, Personalised, Customised
","Australia's Cheapest Range Of Custom Hockey Skirts - Speedy Turnaround & All Pricing Online - The Team Field Hockey Skirts Pros
"
614,329,1/4/9/68/329/614,Rugby Jerseys,Rugby Jumpers	,Rugby Shirts,Rugby Jerseys,,,Tackle your club’s look with our custom printed rugby jerseys,,"Choose our custom embroidered rugby jerseys to help your team out. Give your players the confidence to sidestep their way to glory in our rugby jerseys. Rugby is the hooligan’s game played by gentlemen or women so make sure your team is dressed to impress in our high-quality custom jerseys. Our jerseys are tough and made of a high-quality product that will keep your forwards happy when they’re smashing into tackles. The tight fit and quality design will be enough to impress the backs in your squad, after all, we all know they only care about how they look. ",,,Quality Custom Rugby Jerseys Australia | Guaranteed Low Prices,"Custom, Uniform, Team, Club, Printed, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Rugby Jerseys branded with your corporate or team logo. Save money every time on our huge Rugby Jersey range with our Australia's Lowest Price Guarantee. Click through to find custom branded Rugby Jerseys perfect for your organisation, sports club, university or school."
615,329,1/4/9/68/329/615,Rugby Shorts,Rugby Team Shorts,Rugby Shorts,Rugby Shorts,,,Our custom rugby shorts will help your team kick on to the next level,,"Here at Payless Promotions, we love tight shorts and nothing is more important to a rugby player than how tight their shorts are. (How else will anyone see those thigh muscles?) Our custom printed rugby shorts deliver everything needed from a rugby short. They’re made from a high-quality material that is durable enough to keep charging towards the line even with someone grabbing onto them. (Think Lomu or Dallaglio) Complete the full uniform with our custom rugby jerseys and kit out your club properly.",,,Quality Custom Rugby Shorts Australia | Guaranteed Low Prices,"Custom, Printed, Uniform, Customised, Club, Branded, Logo, Personalised
","Impress your team with Australia's best Custom Rugby Shorts branded with your corporate or team logo. Save money every time on our huge Rugby Short range with our Australia's Lowest Price Guarantee. Click through to find custom branded Rugby Shorts perfect for your organisation, sports club, university or school."
618,330,1/4/9/68/330/618,"Athletics, Running & Event Singlets",Running Clothing,Running Singlets,Running Singlets,,,,,,,,"Quality Custom Athletics, Running & Event Singlets Australia | Guaranteed Low Prices","Custom, Customised, Custom , Embroidered , Printed, Branded, Logo, Personalised
","Australia's Best Deals On Custom Running Singlets - Speedy Turnaround & All Pricing Online - The Customised Running Clothing Specialists
"
620,330,1/4/9/68/330/620,Running Shorts,Running Shorts,Running Shorts,Running Shorts,,https://paylesspromotions.com.au/clothing/shorts/sports-shorts?style=3492%2C3493,,,,,,Cheap Custom Branded Running Shorts | Prices Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Australia's Cheapest Range Of Custom Running Shorts - Quick Lead Times & All Pricing Online - The Branded Uniforms Pros
"
623,331,1/4/9/77/331/623,Chefs Hats,Chefs Hats,Chefs Hats,Chefs Hats,,,,,"Prepare for the great cook-off with custom chefs hats from Payless Promotions! Distinguish your kitchen crew with these hats, branded with your logo. Avail of high quality durable hats at cheap rates from the number one name in promo clothing in Australia, Payless Promotions. Talk to us today about your requirements.",,,Cheap Custom Chefs Hats | Branded Chefs Hats Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Chefs Hats branded with your corporate or team logo. Save money every time on our huge Chefs Hat range with our Australia's Lowest Price Guarantee. Click through to find custom branded Chefs Hats perfect for your organisation, sports club, university or school."
624,331,1/4/9/77/331/624,Chefs Jackets,Chefs Jackets,Chefs Jackets,Chefs Jackets,,,,,"The toil and trouble of the kitchen won’t show in high quality durable custom chefs jackets by Payless Promotions! Look great even after you cooked up a storm. Have yours branded with your logo. You can have this done cheap when you buy from leading provider of promo clothing in Australia, Payless Promotions.",,63.7,Cheap Custom Branded Chefs Jackets | Prices Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Chefs Jackets branded with your corporate or team logo. Save money every time on our huge Chefs Jacket range with our Australia's Lowest Price Guarantee. Click through to find custom branded Chefs Jackets perfect for your organisation, sports club, university or school."
625,331,1/4/9/77/331/625,Chefs Pants,Chefs Pants,Chefs Pants,Chefs Pants,,,,,"These pants are on fire! Custom chefs pants from Payless Promotions are simply ablaze with reliability, durability and style! Have these pants branded with your logo and elevate your team from its competitors. Choose pants from the leading provider of cheap high quality promo wear in Australia, Payless Promotions. Talk to us today about your requirements.",,63.4,Cheap Custom Chefs Pants | Branded Chefs Pants Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Chefs Pants branded with your corporate or team logo. Save money every time on our huge Chefs Pant range with our Australia's Lowest Price Guarantee. Click through to find custom branded Chefs Pants perfect for your organisation, sports club, university or school."
626,331,1/4/9/77/331/626,Chefs Scarves,Hospitality Scarves,Chefs Scarves,Chefs Scarves,,,,,"Highlight your good taste with custom hospitality scarves from Payless Promotions. These embroidered scarves take your printed uniform wear to the next level. Buy them cheap from the leading provider of top quality promo wear in Australia, Payless Promotions. Talk to us today about your requirements. We look forward to working with you!",,,Cheap Custom Embroidered Chefs Scarves | Prices Online,"Custom,Branded,Logo,Cafe,Branded,Uniform,Personalised,Customised","Impress your team with Australia's best Custom Chefs Scarves branded with your corporate or team logo. Save money every time on our huge Chefs Scarf range with our Australia's Lowest Price Guarantee. Click through to find custom branded Chefs Scarves perfect for your organisation, sports club, university or school."
627,332,1/4/9/77/332/627,Hospitality Shirts,Hospitality Shirts,Hospitality Shirts,Hospitality Shirts,,https://paylesspromotions.com.au/clothing/shirts/business-shirts?product_list_order=highest_price,,,"Put your best foot forward – well, your best torso forward, in this case. When your goal is to impress your guests, wear custom hospitality shirts by Payless Promotions. Have these branded with your logo and you’ll surely make a good impress. Get high quality shirts cheap from the leading provider of promo wear in Australia, Payless Promotions.",,,Cheap Custom Branded Hospitality Shirts | Prices Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Hospitality Shirts branded with your corporate or team logo. Save money every time on our huge Hospitality Shirt range with our Australia's Lowest Price Guarantee. Click through to find custom branded Hospitality Shirts perfect for your organisation, sports club, university or school."
628,332,1/4/9/77/332/628,Hospitality Polo Shirts,Hospitality Polo Shirts,Hospitality Polo Shirts,Hospitality Polo Shirts,,https://paylesspromotions.com.au/clothing/polo-shirts?rs_matching_fites=342%2C343%2C340,,,"Elevate your guest’s experience through custom hospitality polo shirts by Payless Promotions. Set your team apart by having your logo branded on your shirts. Get all these – with premium quality guaranteed – cheap from the leading name in promo products in Australia, Payless Promotions. Get in touch with us today about your requirements.",,,Cheap Custom Hospitality Polo Shirts | Prices Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Hospitality Polo Shirts branded with your corporate or team logo. Save money every time on our huge Hospitality Polo Shirt range with our Australia's Lowest Price Guarantee. Click through to find custom branded Hospitality Polo Shirts perfect for your organisation, sports club, university or school."
629,332,1/4/9/77/332/629,Hospitality Pants,Hospitality Pants,Hospitality Pants,Hospitality Pants,http://127.0.0.1/payless_m2/clothing/pants/slacks,,,,"Look delicious even before your guests take their first bite with custom restaurant bottoms from Payless Promotions. Our branded restaurant pants are made from durable and comfortable materials. These hospitality pants are perfect for your business logo.  They’re cheap too when you buy from the leading name in promo products in Australia, Payless Promotions.",,,Cheap Custom Branded Hospitality Pants | Prices Online,"Custom, Branded, Logo, Personalised, Customised, Imprinted, Advertising, Business
","Impress your team with Australia's best Custom Hospitality Pants, Shorts & Skirts branded with your corporate or team logo. Save money every time on our huge Hospitality Pants, Shorts & Skirt range with our Australia's Lowest Price Guarantee. Click through to find custom branded Hospitality Pants, Shorts & Skirts perfect for your organisation, sports club, university or school."
639,325,1/4/9/68/325/639,Cricket Jumpers,Cricket Jumpers,Cricket Jumpers,Cricket Jumpers,,,Survive the spring matches with our custom cricket jumpers,,"As a pom in Victoria writing this, I did not bring enough warm clothes. Do everyone at your club a favour and order our custom branded cricket jumpers to keep them going through the 50 overs on a cold spring Saturday. There is nothing worse than when it is a cold windy day and the skipper has lost the toss so the team is fielding first on an absolute road. Well you can’t change the weather or the skips luck at the toss, however you can keep your teammates warm by ordering everyone a custom jumper with your team’s logo and sponsors on it.",,,Quality Custom Cricket Jumpers Australia | Guaranteed Low Prices,"Custom, Team, Uniform, Club, Printed, Branded, Logo, Personalised","Impress your team with Australia's best Custom Cricket Jumpers branded with your corporate or team logo. Save money every time on our huge Cricket Jumper range with our Australia's Lowest Price Guarantee. Click through to find custom branded Cricket Jumpers perfect for your organisation, sports club, university or school."
